evnum  e_px   e_py   e_pz  piPlus_px  piPlus_py  piPlus_pz  piMinus_px  piMinus_py  piMinus_pz  x     y     Q2    W     Mmiss  Zpair   Mh     gamma  epsilon  dp_A   dp_C  dp_W  s_Harut  s_PRL  s_Fiducial
3209   -0.43  -1.01  6.56  -0.19      -0.13      0.62       -0.25       0.55        0.78        0.26  0.37  1.92  2.53  1.51   0.42    0.68   0.35   0.89     4.15   0.29  1.74  0        0      1
3269   1.31   -0.33  5.53  -0.33      0.39       1.75       -0.21       0.06        0.41        0.37  0.46  3.45  2.58  1.85   0.47    0.43   0.38   0.81     1.13   0.33  0.59  0        0      0
3279   -0.20  -0.62  2.96  -0.02      0.65       3.01       0.26        -0.44       0.64        0.11  0.71  1.51  3.69  2.24   0.52    1.38   0.16   0.52     5.19   0.45  3.62  0        0      1
3279   -0.20  -0.62  2.96  0.29       0.15       0.94       0.26        -0.44       0.64        0.11  0.71  1.51  3.69  2.61   0.24    0.70   0.16   0.52     5.19   0.45  3.62  0        0      1
3491   -0.07  -0.94  3.17  -0.25      0.18       1.57       -0.31       -0.04       0.55        0.21  0.69  2.91  3.41  2.55   0.31    0.51   0.23   0.55     1.39   0.44  0.95  0        0      1
3491   -0.07  -0.94  3.17  0.16       -0.03      1.29       -0.31       -0.04       0.55        0.21  0.69  2.91  3.41  2.65   0.27    0.64   0.23   0.55     1.39   0.44  0.95  0        0      1
3569   1.24   -0.23  5.78  -0.44      -0.08      0.49       -0.52       0.02        1.57        0.33  0.44  2.88  2.61  1.75   0.50    0.54   0.36   0.83     1.68   0.32  0.83  0        0      1
3657   0.74   0.03   4.26  -0.31      0.20       0.44       -0.30       0.25        1.39        0.11  0.59  1.34  3.37  2.49   0.33    0.49   0.18   0.69     7.20   0.41  4.63  0        0      0
3690   -0.50  0.58   2.17  0.19       -0.25      0.73       0.38        -0.48       3.29        0.18  0.78  2.75  3.70  2.52   0.50    0.50   0.20   0.40     1.50   0.47  1.02  0        0      1
3702   0.14   0.73   3.02  0.08       -0.27      0.77       -0.40       0.09        0.67        0.13  0.71  1.89  3.61  2.86   0.22    0.67   0.18   0.53     3.32   0.45  2.31  0        0      1
3735   -0.68  -0.88  6.17  0.41       0.27       1.17       0.70        0.28        1.54        0.26  0.41  2.09  2.63  1.38   0.69    0.32   0.33   0.86     3.38   0.31  1.56  0        0      0
3805   0.65   1.29   3.34  0.28       -0.18      0.99       -0.07       -0.58       1.38        0.49  0.66  6.35  2.76  1.89   0.37    0.56   0.36   0.57     0.28   0.41  0.19  0        0      1
3805   0.65   1.29   3.34  0.28       -0.18      0.99       -0.37       -0.14       0.90        0.49  0.66  6.35  2.76  2.03   0.29    0.72   0.36   0.57     0.28   0.41  0.19  0        0      1
3853   0.44   -0.91  5.33  -0.31      0.75       1.78       0.62        0.02        0.98        0.21  0.49  2.00  2.93  1.42   0.61    1.22   0.27   0.80     3.47   0.36  1.90  0        0      1
3873   0.36   0.89   5.19  -0.21      -0.28      1.86       -0.51       0.21        0.74        0.19  0.50  1.88  3.00  1.74   0.53    0.86   0.26   0.79     3.90   0.36  2.19  0        0      1
3873   0.36   0.89   5.19  0.07       -0.32      1.06       -0.51       0.21        0.74        0.19  0.50  1.88  3.00  2.01   0.39    0.88   0.26   0.79     3.90   0.36  2.19  0        0      1
3893   0.59   0.75   4.02  -0.04      0.22       0.96       0.24        0.17        0.75        0.19  0.61  2.35  3.27  2.38   0.28    0.42   0.24   0.66     2.27   0.41  1.48  0        0      1
3896   1.11   0.01   7.64  -0.30      -0.23      1.40       -0.29       -0.14       -0.12       0.31  0.27  1.70  2.14  0.87   0.63    1.10   0.45   0.94     5.85   0.21  1.76  0        0      1
3905   1.10   -0.05  5.01  -0.19      0.24       0.79       -0.24       -0.48       0.63        0.25  0.52  2.53  2.93  2.07   0.31    0.79   0.29   0.77     2.09   0.37  1.20  0        0      1
3967   0.14   0.89   1.53  -0.05      0.29       0.35       -0.29       -0.25       0.64        0.31  0.83  5.17  3.50  2.56   0.14    0.66   0.26   0.30     0.41   0.47  0.25  0        0      1
4022   1.30   -0.23  5.76  -0.05      0.21       0.54       -0.40       0.09        0.74        0.36  0.44  3.17  2.55  2.00   0.31    0.43   0.38   0.83     1.37   0.32  0.68  0        0      1
4038   1.18   -0.02  4.80  -0.24      -0.34      2.14       -0.31       0.13        0.67        0.29  0.53  3.06  2.91  1.98   0.52    0.66   0.31   0.75     1.40   0.37  0.82  0        0      1
4038   1.18   -0.02  4.80  0.48       0.23       1.28       -0.31       0.13        0.67        0.29  0.53  3.06  2.91  1.71   0.38    0.82   0.31   0.75     1.40   0.37  0.82  0        0      1
4147   -0.52  -0.15  1.55  -0.03      -0.20      0.50       0.27        -0.30       0.79        0.12  0.85  1.95  3.97  3.24   0.16    0.39   0.16   0.29     2.90   0.48  1.84  0        0      1
4177   -0.17  -1.10  4.24  -0.40      0.60       0.74       -0.26       0.53        2.00        0.26  0.59  3.07  3.08  1.54   0.50    0.77   0.28   0.69     1.34   0.40  0.84  0        0      0
4254   0.53   -0.34  1.58  0.26       -0.17      1.51       0.07        0.57        0.98        0.16  0.84  2.62  3.87  2.77   0.30    0.89   0.18   0.30     1.61   0.48  1.02  0        0      1
4257   -0.75  -0.08  3.21  0.74       -0.33      3.68       -0.35       0.18        1.01        0.14  0.69  1.85  3.57  1.98   0.67    1.21   0.19   0.56     3.50   0.44  2.42  0        0      1
4282   0.78   0.96   2.40  0.11       -0.09      0.62       -0.35       -0.07       1.08        0.43  0.75  6.34  3.06  2.53   0.23    0.51   0.32   0.44     0.27   0.45  0.18  0        0      1
4416   0.04   -0.59  1.03  0.06       0.37       0.78       -0.08       -0.31       0.35        0.19  0.89  3.31  3.90  3.02   0.15    0.78   0.19   0.20     0.99   0.48  0.55  0        0      1
4431   -0.97  -0.15  5.90  0.22       0.15       1.60       1.02        0.05        1.42        0.20  0.44  1.73  2.80  1.36   0.73    0.86   0.28   0.84     4.92   0.33  2.43  0        0      1
4491   0.66   -0.01  1.55  0.48       0.32       3.24       -0.02       0.39        0.42        0.17  0.84  2.83  3.84  2.22   0.44    0.98   0.19   0.29     1.37   0.48  0.87  0        0      1
4491   0.66   -0.01  1.55  -0.17      -0.26      1.12       -0.02       0.39        0.42        0.17  0.84  2.83  3.84  2.99   0.20    0.82   0.19   0.29     1.37   0.48  0.87  0        0      1
4491   0.66   -0.01  1.55  0.09       0.20       1.07       -0.02       0.39        0.42        0.17  0.84  2.83  3.84  2.94   0.19    0.53   0.19   0.29     1.37   0.48  0.87  0        0      1
4527   0.76   -0.63  3.28  0.08       0.08       0.51       -0.09       0.31        0.34        0.23  0.68  3.10  3.36  2.77   0.14    0.43   0.25   0.57     1.24   0.43  0.84  0        0      1
4561   -0.19  -0.54  1.93  0.36       0.19       0.79       -0.27       0.32        0.47        0.11  0.81  1.76  3.90  2.96   0.18    0.73   0.15   0.36     3.62   0.48  2.42  0        0      1
4561   -0.19  -0.54  1.93  0.13       0.19       0.62       -0.27       0.32        0.47        0.11  0.81  1.76  3.90  3.13   0.15    0.52   0.15   0.36     3.62   0.48  2.42  0        0      1
4646   1.40   0.22   4.88  -0.74      0.01       3.63       -0.41       0.06        0.40        0.41  0.52  4.28  2.64  1.29   0.78    0.95   0.37   0.75     0.70   0.36  0.40  0        0      1
4660   0.31   1.07   4.97  0.04       -0.15      1.15       -0.23       -0.54       1.71        0.25  0.52  2.60  2.94  2.04   0.54    0.45   0.29   0.76     1.97   0.37  1.13  0        0      1
4681   0.35   0.05   0.93  0.43       -0.00      2.04       -0.84       0.10        1.42        0.08  0.91  1.39  4.18  2.75   0.39    1.38   0.12   0.18     5.62   0.49  3.02  0        0      0
4681   0.35   0.05   0.93  -0.24      0.04       1.76       -0.84       0.10        1.42        0.08  0.91  1.39  4.18  2.79   0.36    0.73   0.12   0.18     5.62   0.49  3.02  0        0      0
4700   0.85   0.06   2.29  -0.44      0.20       1.85       0.16        0.21        0.29        0.21  0.77  3.28  3.59  2.66   0.29    0.79   0.22   0.42     1.05   0.46  0.72  0        0      1
4789   0.76   0.08   4.67  -0.21      -0.25      1.99       0.10        -0.13       0.25        0.12  0.55  1.30  3.26  2.40   0.40    0.59   0.19   0.74     7.89   0.39  4.83  0        0      1
4888   -0.43  -0.90  5.46  0.40       0.33       1.15       0.19        0.21        0.47        0.20  0.48  1.92  2.91  2.16   0.36    0.32   0.27   0.81     3.82   0.35  2.04  0        0      1
4950   -0.35  1.22   4.76  0.08       -0.69      1.18       0.36        -0.40       2.55        0.33  0.54  3.54  2.83  1.56   0.70    0.77   0.33   0.74     1.03   0.37  0.60  0        0      0
4962   0.66   0.94   2.88  -0.51      -0.42      0.97       0.36        -0.46       1.77        0.33  0.71  4.67  3.21  2.00   0.41    1.00   0.29   0.51     0.53   0.44  0.36  0        0      1
4992   -0.85  -0.14  3.20  0.32       0.49       2.22       0.09        -0.43       0.69        0.18  0.69  2.42  3.48  2.37   0.43    1.07   0.21   0.55     2.04   0.44  1.40  0        0      1
4997   -1.16  1.25   5.07  -0.15      -0.67      1.20       0.48        -0.35       0.71        0.60  0.50  5.94  2.19  1.05   0.44    0.78   0.46   0.77     0.35   0.34  0.19  0        0      1
5123   0.31   -0.77  2.71  -0.16      -0.03      0.70       0.62        0.65        2.78        0.18  0.73  2.62  3.58  2.33   0.47    0.83   0.21   0.48     1.68   0.45  1.17  0        0      0
5159   0.32   1.20   7.84  -0.22      -0.17      1.39       0.11        -0.40       0.57        0.41  0.25  2.07  1.95  1.03   0.80    0.64   0.54   0.95     3.80   0.19  1.05  0        0      1
5170   1.13   0.04   7.77  -0.34      0.04       0.59       -0.26       -0.38       0.50        0.34  0.26  1.74  2.08  1.37   0.50    0.51   0.48   0.95     5.60   0.20  1.60  0        0      1
5190   -0.34  0.36   0.41  -0.41      0.55       1.09       0.59        -0.73       7.34        0.26  0.94  4.90  3.83  1.30   0.87    2.12   0.22   0.10     0.44   0.49  0.18  0        0      1
5231   -0.48  0.56   3.99  0.07       -0.24      0.44       0.09        -0.50       1.03        0.12  0.62  1.43  3.43  2.66   0.26    0.31   0.18   0.66     6.24   0.42  4.12  0        0      0
5260   -0.71  0.87   1.94  0.50       -0.76      3.85       -0.32       -0.51       2.84        0.41  0.79  6.40  3.19  1.26   0.82    0.85   0.30   0.37     0.27   0.46  0.17  0        0      1
5417   0.01   0.50   1.66  0.31       0.16       0.83       -0.34       -0.59       3.46        0.09  0.84  1.56  3.99  2.67   0.50    1.06   0.14   0.31     4.55   0.48  2.95  0        0      1
5434   1.10   0.44   5.19  -0.39      -0.23      1.22       -0.65       -0.13       0.98        0.29  0.50  2.83  2.82  1.86   0.47    0.45   0.32   0.78     1.68   0.36  0.93  0        0      1
5487   -0.87  -0.09  5.30  -0.12      -0.13      0.97       0.58        0.16        1.30        0.16  0.49  1.52  3.03  2.13   0.47    0.76   0.24   0.80     6.06   0.36  3.35  0        0      1
5487   -0.87  -0.09  5.30  -0.34      -0.08      0.68       0.58        0.16        1.30        0.16  0.49  1.52  3.03  2.04   0.42    0.97   0.24   0.80     6.06   0.36  3.35  0        0      1
5507   -0.52  -0.35  1.74  -0.11      0.07       0.67       0.17        0.35        1.08        0.14  0.83  2.34  3.87  3.25   0.21    0.44   0.17   0.33     2.03   0.48  1.33  0        0      1
5507   -0.52  -0.35  1.74  -0.11      0.07       0.67       -0.17       0.33        0.84        0.14  0.83  2.34  3.87  3.21   0.19    0.36   0.17   0.33     2.03   0.48  1.33  0        0      1
5558   1.16   0.49   3.55  -0.31      0.13       1.55       -0.38       -0.24       1.67        0.36  0.65  4.62  3.02  2.17   0.49    0.46   0.31   0.60     0.55   0.42  0.36  0        0      1
5619   0.64   0.76   1.97  0.47       -0.07      0.95       -0.33       0.12        0.50        0.32  0.79  5.01  3.41  2.33   0.20    0.87   0.27   0.37     0.44   0.46  0.29  0        0      0
5678   0.36   0.64   1.29  -0.24      0.39       0.33       -0.32       -0.13       0.38        0.24  0.86  4.13  3.72  2.25   0.12    0.59   0.22   0.25     0.64   0.48  0.38  0        0      1
5693   -0.15  -0.75  1.31  -0.09      -0.15      1.71       0.15        -0.79       1.23        0.25  0.86  4.33  3.69  1.85   0.35    0.84   0.23   0.26     0.58   0.48  0.35  0        0      1
5693   -0.15  -0.75  1.31  -0.07      0.18       0.92       0.15        -0.79       1.23        0.25  0.86  4.33  3.69  2.23   0.27    0.94   0.23   0.26     0.58   0.48  0.35  0        0      0
5727   -0.03  0.77   1.21  -0.23      0.15       0.78       0.32        -0.60       1.27        0.28  0.86  4.80  3.64  2.66   0.25    0.91   0.24   0.24     0.47   0.48  0.27  0        0      0
5756   0.31   -1.28  5.38  -0.08      0.38       0.62       0.34        0.31        0.74        0.35  0.48  3.35  2.65  1.89   0.32    0.50   0.36   0.80     1.19   0.34  0.64  0        0      0
5972   -0.19  -1.04  3.73  0.32       -0.02      1.15       0.33        0.57        1.18        0.25  0.63  3.11  3.23  2.23   0.38    0.63   0.26   0.62     1.26   0.42  0.83  0        0      1
6012   0.34   0.54   3.05  -0.13      -0.57      1.29       0.51        0.33        1.74        0.10  0.71  1.39  3.68  2.35   0.44    1.14   0.16   0.53     6.16   0.45  4.29  0        0      0
6021   0.35   -0.54  1.47  -0.07      0.27       4.45       -0.21       -0.29       0.72        0.17  0.85  2.86  3.86  2.39   0.59    1.01   0.19   0.28     1.34   0.48  0.84  0        0      1
6021   0.35   -0.54  1.47  0.11       -0.09      0.96       -0.21       -0.29       0.72        0.17  0.85  2.86  3.86  3.14   0.20    0.50   0.19   0.28     1.34   0.48  0.84  0        0      1
6027   -0.38  0.91   4.73  0.08       -0.28      1.57       -0.18       -0.29       0.73        0.20  0.54  2.17  3.09  2.30   0.42    0.49   0.26   0.74     2.81   0.38  1.69  0        0      1
6045   -0.11  -0.51  0.94  0.49       0.28       2.63       0.05        -0.67       2.29        0.16  0.90  2.86  3.99  2.34   0.53    1.10   0.18   0.19     1.33   0.49  0.72  0        0      1
6045   -0.11  -0.51  0.94  -0.05      0.11       0.51       0.05        -0.67       2.29        0.16  0.90  2.86  3.99  2.91   0.31    0.68   0.18   0.19     1.33   0.49  0.72  0        0      1
6052   -0.83  0.68   5.19  -0.09      0.10       0.70       -0.28       -0.26       0.53        0.23  0.50  2.34  2.91  2.07   0.26    0.52   0.29   0.79     2.49   0.36  1.39  0        0      0
6114   -0.47  -0.16  1.28  -0.42      -0.51      2.65       0.46        -0.01       0.30        0.11  0.87  1.97  4.03  2.43   0.36    1.39   0.15   0.24     2.84   0.49  1.70  0        0      1
6158   -0.46  0.97   4.65  0.26       -0.00      0.63       0.16        -0.32       0.80        0.24  0.55  2.61  3.04  2.45   0.27    0.43   0.28   0.73     1.92   0.38  1.16  0        0      1
6163   0.65   -1.13  6.61  -0.26      0.00       0.48       -0.17       0.34        0.41        0.37  0.36  2.70  2.33  1.77   0.29    0.45   0.43   0.89     2.03   0.27  0.83  0        0      1
6258   0.43   -1.22  4.89  -0.04      -0.31      0.65       0.06        1.23        3.37        0.34  0.52  3.56  2.78  1.22   0.78    1.31   0.34   0.75     1.02   0.37  0.59  0        0      1
6271   0.31   -0.71  2.03  0.17       0.13       2.16       0.28        0.63        0.91        0.19  0.80  3.02  3.70  2.38   0.39    0.93   0.21   0.38     1.23   0.47  0.82  0        0      1
6296   -0.47  0.61   3.58  0.09       0.24       0.63       0.46        -0.55       4.10        0.13  0.66  1.72  3.49  1.94   0.70    0.91   0.19   0.61     4.15   0.43  2.82  0        0      1
6299   0.37   0.60   3.16  0.38       -0.35      1.68       -0.20       -0.73       1.59        0.12  0.69  1.65  3.61  2.20   0.48    0.76   0.17   0.55     4.40   0.45  3.05  1        1      1
6334   1.11   0.34   5.84  -0.41      -0.02      0.68       0.05        0.35        0.44        0.28  0.44  2.44  2.68  1.84   0.30    0.66   0.34   0.84     2.39   0.32  1.18  0        0      1
6455   0.06   -0.58  1.31  0.25       0.33       1.36       -0.30       -0.28       1.09        0.15  0.87  2.65  3.93  3.04   0.28    0.87   0.18   0.25     1.56   0.48  0.94  0        0      1
6477   -0.66  1.03   6.84  0.30       -0.15      0.58       -0.42       -0.16       0.91        0.33  0.34  2.29  2.33  1.43   0.47    0.77   0.41   0.90     2.92   0.26  1.13  0        0      1
6485   -0.43  -1.15  6.40  0.22       0.17       1.19       0.45        0.78        1.02        0.32  0.39  2.49  2.46  1.34   0.64    0.71   0.39   0.88     2.39   0.29  1.04  0        0      1
6523   1.15   0.46   5.46  0.43       0.32       1.24       -0.19       -0.40       0.50        0.31  0.47  2.95  2.71  1.25   0.41    1.03   0.34   0.81     1.57   0.34  0.83  0        0      1
6523   1.15   0.46   5.46  -0.12      -0.14      1.32       -0.19       -0.40       0.50        0.31  0.47  2.95  2.71  1.91   0.40    0.62   0.34   0.81     1.57   0.34  0.83  0        0      1
